Date,EFA,CSPX.L,Euclidean,Pearson,Cosine,DTW
2020-10-09,0.007826,0.011795,,,,
2020-10-12,0.005786,0.017214,,,,
2020-10-13,-0.011202,-0.000479,,,,
2020-10-14,-0.001684,-0.00493,,,,
2020-10-15,-0.011808,-0.012655,,,,
2020-10-16,0.004655,0.010323,,,,
2020-10-19,-0.003707,-0.008458,,,,
2020-10-20,0.004961,-0.008301,,,,
2020-10-21,-0.004782,0.000548,,,,
2020-10-22,0.000775,-0.003,,,,
2020-10-23,0.006506,0.005295,,,,
2020-10-26,-0.018006,-0.019341,,,,
2020-10-27,-0.007836,0.003551,,,,
2020-10-28,-0.029853,-0.028075,,,,
2020-10-29,0.004722,-0.000331,,,,
2020-10-30,-0.005186,-0.010565,,,,
2020-11-02,0.013031,0.01375,,,,
2020-11-03,0.02621,0.022986,,,,
2020-11-04,0.010968,0.024406,,,,
2020-11-05,0.024024,0.01426,,,,
2020-11-06,0.002119,-0.002852,,,,
2020-11-09,0.02915,0.029502,,,,
2020-11-10,0.008952,-0.020489,,,,
2020-11-11,0.008436,0.010164,,,,
2020-11-12,-0.014568,-0.003613,,,,
2020-11-13,0.015369,0.000446,,,,
2020-11-16,0.010379,0.017706,,,,
2020-11-17,-0.000999,-0.002767,,,,
2020-11-18,-0.005284,0.001071,,,,
2020-11-19,0.007035,-0.015616,,,,
2020-11-20,0.002994,0.00513,,,,
2020-11-23,-0.001279,-0.006213,,,,
2020-11-24,0.014944,0.020626,,,,
2020-11-25,-0.001262,-0.000738,,,,
2020-11-27,0.00688,0.004132,,,,
2020-11-30,-0.021754,-0.011147,,,,
2020-12-01,0.023521,0.019845,,,,
2020-12-02,0.000139,-0.002054,,,,
2020-12-03,0.001671,0.004468,,,,
2020-12-04,0.00848,0.003559,,,,
2020-12-07,-0.008133,0.000994,,,,
2020-12-08,0.003475,0.000617,,,,
2020-12-09,0.001385,-0.00118,,,,
2020-12-10,0.001383,-0.004807,,,,
2020-12-11,-0.003039,-0.00769,,,,
2020-12-14,-0.009005,0.007777,,,,
2020-12-15,0.010206,-0.00197,,,,
2020-12-16,0.003875,0.009652,,,,
2020-12-17,0.007031,0.003802,,,,
2020-12-18,-0.005202,-0.004508,,,,
2020-12-21,-0.012798,-0.010076,,,,
2020-12-22,-0.002509,0.006849,,,,
2020-12-23,0.01076,0.004382,,,,
2020-12-24,0.000415,-0.001445,,,,
2020-12-29,0.014649,0.012277,,,,
2020-12-30,0.001362,-0.000185,,,,
2020-12-31,-0.007617,-0.002119,,,,
2021-01-04,0.005208,-0.008069,,,,
